spkt,spkid
-0.12386666666666102,3377
-0.12383333333333368,4687
-0.12379999999999969,2620
-0.12369999999999992,71
-0.12369999999999948,4139
-0.12369999999999948,5192
-0.12366666666666859,3889
-0.12366666666666637,4821
-0.12366666666666504,2395
-0.12360000000000326,4891
-0.12359999999999971,2431
-0.12356666666666705,5347
-0.12356666666666527,3098
-0.12353333333333083,4464
-0.12349999999999994,2626
-0.12349999999999994,4677
-0.12349999999999639,4222
-0.12346666666666195,5188
-0.12340000000000018,3838
-0.12340000000000018,4524
-0.12340000000000018,5118
-0.12339999999999929,2766
-0.12336666666666574,4685
-0.12336666666666218,3454
-0.12330000000000041,3445
-0.12330000000000041,3533
-0.12326666666666597,5427
-0.12326666666666242,3422
-0.12323333333333153,147
-0.1232000000000002,5329
-0.12313333333333532,4153
-0.12313333333332821,176
-0.12313333333332821,1949
-0.12313333333332821,5514
-0.12306666666666644,3136
-0.12306666666665933,2022
-0.123033333333332,5374
-0.12296666666666312,2033
-0.12293333333333334,621
-0.12293333333333312,79
-0.12293333333333223,967
-0.12290000000001555,2225
-0.12290000000000134,1647
-0.1228666666666669,985
-0.12283333333332536,1259
-0.12283333333331825,241
-0.12279999999999802,2128
-0.12279999999999802,2154
-0.12276666666666358,2519
-0.12273333333333092,4482
-0.12273333333332914,1625
-0.12270000000000891,3795
-0.12269999999999825,3825
-0.1226999999999947,2819
-0.12266666666667447,4721
-0.12263333333333293,3897
-0.12259999999999849,712
-0.12259999999999849,4223
-0.1225666666666676,978
-0.12256666666666582,3092
-0.12256666666666405,1229
-0.12256666666664273,3215
-0.12253333333333316,3077
-0.12246666666666783,4015
-0.12243333333332629,1978
-0.12243333333332629,2749
-0.12243333333332629,3437
-0.12239999999999984,4843
-0.12239999999999895,2508
-0.12239999999999895,3338
-0.12236666666663609,2229
-0.12236666666663609,2588
-0.12233333333333007,718
-0.12229999999999919,3393
-0.12229999999999563,5419
-0.12226666666666475,972
-0.12226666666666475,4212
-0.1222666666666612,2306
-0.1222666666666612,3556
-0.12223333333333386,3659
-0.12223333333332675,4164
-0.12219999999999231,2842
-0.12216666666666653,5308
-0.12216666666666498,5390
-0.1221333333333341,993
-0.12213333333333343,5338
-0.12213333333333054,3142
-0.12213333333333054,4209
-0.12213333333333054,4538
-0.12206666666668298,2878
-0.121933333333331,2844
-0.12190000000000012,2689
-0.12189999999999834,5477
-0.12189999999999657,4285
-0.12186666666666568,2421
-0.12186666666666213,2055
-0.12183333333332769,4262
-0.12180000000000035,5520
-0.12179999999999946,2354
-0.1217999999999968,4204
-0.12176666666666769,3345
-0.12176666666666591,3086
-0.12176666666666591,4691
-0.12173333333333858,3834
-0.12166666666666659,5096
-0.12166666666666259,3390
-0.12163333333333526,1031
-0.12163333333332815,3448
-0.12163333333332815,4540
-0.12160000000000082,3865
-0.12160000000000082,4882
-0.12160000000000082,5169
-0.12159999999999904,3083
-0.12156666666666638,498
-0.12156666666666283,3344
-0.12156666666666283,3374
-0.12153333333333194,890
-0.12153333333333194,4142
-0.12153333333321825,3926
-0.1214999999999975,3441
-0.12149999999996908,4191
-0.12146666666666661,5340
-0.12143333333333306,2642
-0.12143333333333217,3851
-0.12143333333332862,3436
-0.12139999999999951,3326
-0.12136666666666684,1233
-0.12136666666666684,3126
-0.12136666666666684,5108
-0.1213333333333324,682
-0.1213333333333324,3892
-0.12130000000000152,3845
-0.12119999999999953,4853
-0.1211999999999982,4221
-0.12119999999998754,4163
-0.12116666666666731,3170
-0.12109999999999843,2119
-0.12109999999999133,4250
-0.12106666666666932,5365
-0.12106666666666754,3819
-0.1210333333333331,5408
-0.12100000000000222,3852
-0.12099999999999511,699
-0.12096666666666778,5434
-0.12093333333333334,664
-0.1208999999999989,3977
-0.12089999999999179,4734
-0.12086666666666646,621
-0.12083333333333712,2690
-0.12083333333333002,1262
-0.12083333333333002,4017
-0.12080000000000268,2095
-0.12080000000000024,606
-0.12080000000000002,5109
-0.12076666666666824,140
-0.12076666666666469,5182
-0.12076666666665403,875
-0.1207333333333338,81
-0.12073333333333025,1896
-0.12066666666666492,649
-0.12066666666666492,3941
-0.1205999999999996,3074
-0.12056666666666693,5374
-0.12056666666666516,5166
-0.12053333333333249,3887
-0.12053333333332716,1258
-0.12049999999999272,2715
-0.12033333333332052,2569
-0.1203000000000003,3872
-0.12029999999992924,3237
-0.12026666666666586,4662
-0.1202666666666623,4501
-0.12023333333333142,1245
-0.12019999999999964,1864
-0.12019999999999698,3375
-0.12016666666666254,3382
-0.12013333333333165,4681
-0.12010000000000787,1371
-0.12010000000000076,2272
-0.12006666666667343,1360
-0.12006666666666632,4025
-0.12003333333336741,5087
-0.12003333333333188,1184
-0.1200000000000001,5099
-0.11999999999999744,2711
-0.119966666666663,4139
-0.11993333333333211,2452
-0.11990000000000123,880
-0.11990000000000123,1225
-0.11986666666665968,3429
-0.11983333333333235,1221
-0.11983333333333235,2101
-0.11983333333330393,1036
-0.11979999999999968,5491
-0.11979999999999791,4636
-0.11976666666666524,3094
-0.11976666666666347,1321
-0.11973333333333303,4831
-0.11973333333332903,2723
-0.11969999999999992,1198
-0.11969999999999814,4509
-0.11956666666666749,5481
-0.11956666666666393,3434
-0.11953333333333349,5107
-0.1195333333333295,3128
-0.11950000000000216,2446
-0.11943333333333328,1861
-0.11943333333333328,3631
-0.11943333333333328,3824
-0.11943333333333328,5435
-0.1194333333333315,3344
-0.1194333333333315,4452
-0.11943333333331907,167
-0.11936666666667861,823
-0.11936666666666262,3369
-0.11933333333333307,2627
-0.11930000000000263,4539
-0.11929999999999552,740
-0.11926666666666108,3397
-0.1192333333333333,5333
-0.11920000000000286,3649
-0.1192000000000002,56
-0.1191999999999993,2741
-0.11916666666666487,5170
-0.11913333333333331,584
-0.11913333333333043,5150
-0.1190666666666651,3422
-0.11903333333333421,1327
-0.11899999999999977,982
-0.11899999999999977,1862
-0.11899999999999267,2731
-0.1189,4682
-0.11886666666666557,5398
-0.11886666666666201,2042
-0.11883333333334178,2492
-0.11883333333333113,5149
-0.11883333333332757,5452
-0.1187666666666658,4874
-0.11873333333333314,3113
-0.11873333333333136,1269
-0.11866666666666248,2690
-0.11863333333333159,5178
-0.11863333333332804,647
-0.11863333333332804,3159
-0.11856666666666271,3377
-0.11849999999999916,1153
-0.11849999999999739,5144
-0.1184333333333285,689
-0.11840000000000117,4511
-0.1183999999999994,5491
-0.11839999999999407,149
-0.11833333333333229,5179
-0.11833333333332519,3431
-0.1183000000000014,4869
-0.11830000000000007,625
-0.11826666666666519,1181
-0.11826666666666341,1990
-0.11820000000000164,2517
-0.11819999999999808,3092
-0.11819999999999453,1982
-0.1181666666666672,2446
-0.11816666666666631,2611
-0.11816666666665299,753
-0.11813333333333098,4439
-0.11806666666666388,3991
-0.11806666666666388,4149
-0.11799999999999855,4452
-0.11796666666666766,3849
-0.11796666666666056,5212
-0.11793333333333345,579
-0.11793333333333322,4012
-0.11789999999999878,1158
-0.11783333333333701,512
-0.11779999999998836,2239
-0.11779999999998836,4933
-0.11776666666666102,3132
-0.11773333333333369,724
-0.11773333333333369,956
-0.11773333333333191,3109
-0.11769999999999925,741
-0.11769999999999925,5444
-0.11769999999999925,5453
-0.11769999999998504,17
-0.11766666666666481,2404
-0.11766666666666481,2828
-0.11759999999999948,4673
-0.11759999999999593,731
-0.11756666666666149,4037
-0.11753333333333327,5334
-0.11753333333333238,3076
-0.11749999999999972,4019
-0.11749999999999972,5186
-0.11743333333333084,2660
-0.11743333333332373,2197
-0.1173666666667259,533
-0.11736666666666906,497
-0.11733333333333329,5320
-0.11730000000000018,2117
-0.11730000000000018,3442
-0.1172999999999984,5469
-0.11726666666666663,1866
-0.11720000000000041,1155
-0.11719999999999686,4030
-0.11716666666666242,2869
-0.11713333333333154,1908
-0.11710000000000065,3447
-0.11706666666668752,2242
-0.11703333333333177,4024
-0.11700000000000021,5333
-0.11699999999999999,60
-0.11696666666666644,5363
-0.11696666666666644,5375
-0.11696666666666289,711
-0.11696666666666289,5214
-0.11693333333333333,604
-0.11693333333329292,3497
-0.11690000000000111,1247
-0.11686666666666667,5445
-0.11683333333331802,251
-0.1167999999999978,1918
-0.1167999999999978,4441
-0.11676666666666335,467
-0.11670000000000158,1240
-0.1166999999999998,4447
-0.11666666666666647,5323
-0.11666666666666359,2409
-0.11660000000000004,2639
-0.11659999999999826,705
-0.11659999999999826,3391
-0.1165666666666425,28
-0.11653333333333293,1867
-0.11653333333333293,2434
-0.1164999999999985,2660
-0.11649999999999494,4017
-0.1164666666666676,4127
-0.11646666666666627,4849
-0.11643333333313421,230
-0.11639999999999873,4714
-0.11636666666666429,662
-0.11633333333332985,1914
-0.11629999999999896,3378
-0.1162666666666663,3085
-0.11626666666666097,2721
-0.11623333333332653,2310
-0.11620000000000008,2642
-0.11616666666666475,2432
-0.11609999999999587,696
-0.11606666666666499,2458
-0.11606666666666143,1276
-0.1160333333333341,3144
-0.11593333333333344,613
-0.11593333333333322,5336
-0.115933333333333,2614
-0.11593333333333078,3413
-0.11593333333333078,4445
-0.11589999999999634,3981
-0.11589999999999634,4234
-0.11586666666666634,2623
-0.11583333333333279,2373
-0.11580000000000013,1933
-0.11573333333333302,2655
-0.1156999999999897,8
-0.11566666666666636,2631
-0.11566666666666636,2656
-0.11566666666666237,4248
-0.11563333333333148,980
-0.11563333333333148,3395
-0.11563333333333148,3667
-0.11560000000000059,2520
-0.11559999999999349,4540
-0.11556666666666793,5471
-0.11556666666666615,3523
-0.1155333333333175,2177
-0.11549999999999905,3361
-0.11546666666666638,2665
-0.11546666666666283,135
-0.11546666666666283,2724
-0.11543333333333194,2684
-0.1153999999999975,4212
-0.11536666666666662,5120
-0.11536666666666662,5340
-0.11536666666665951,1569
-0.11533333333332507,1426
-0.11530000000000018,637
-0.1152666666666633,3153
-0.11523333333333241,2787
-0.11523333333333063,5493
-0.11520000000000152,3845
-0.11520000000000019,5321
-0.11516666666625497,3618
-0.11513333333333264,3854
-0.11513333333332554,4244
-0.1151000000000002,5315
-0.1150999999999982,4002
-0.1150000000000091,2236
-0.11496666666666577,2780
-0.11496666666666577,3879
-0.11493333333333311,990
-0.11490000000000578,154
-0.11489999999999867,4493
-0.11486666666666423,2715
-0.11486666666666423,5372
-0.1148333333333369,2225
-0.11483333333333334,977
-0.11483333333333334,3653
-0.11483333333333157,1170
-0.11480000000000001,5324
-0.11473333333333358,5516
-0.11473333333333335,5317
-0.11469999999999914,4029
-0.11466666666665049,3198
-0.11459999999999937,3104
-0.11459999999999582,1917
-0.11440000000000161,5343
-0.11436666666668316,3779
-0.11436666666665474,256
-0.11433333333333096,5143
-0.11423333333333296,3865
-0.11423333333333119,3350
-0.11423333333331698,1124
-0.11419999999999675,5151
-0.11416666666666941,3984
-0.11416666666666586,2794
-0.11416666666666231,739
-0.11416666666666231,4013
-0.11413333333333142,4499
-0.11413333333332787,798
-0.11410000000000053,2446
-0.11406666666666787,4457
-0.11403333333333343,5096
-0.11403333333333165,5476
-0.11400000000000432,4721
-0.11399999999999988,2624
-0.11396666666666277,4024
-0.113900000000001,2829
-0.11386666666666656,3655
-0.11386666666666656,5376
-0.11386666666666656,5450
-0.11386666666666301,4203
-0.11380000000000479,3692
-0.11379999999999768,4133
-0.11376666666666324,1399
-0.11373333333333235,3837
-0.1137333333333288,2710
-0.11369999999999969,2354
-0.11369999999999969,5460
-0.11369999999999436,5508
-0.11363333333333259,5424
-0.11363333333333081,5490
-0.11359999999999815,4006
-0.11356666666667081,2186
-0.11356666666666371,714
-0.11353333333333371,2619
-0.11353333333333282,3092
-0.11349999999999838,972
-0.11349999999998772,546
-0.11339999999999861,3341
-0.1133666666666664,4832
-0.11336666666666417,4491
-0.11333333333333151,3359
-0.11333333333332973,1243
-0.11333333333332973,4283
-0.11329999999999885,3073
-0.11329999999998108,4118
-0.11326666666667506,3715
-0.11323333333334062,5244
-0.11323333333333352,4891
-0.11319999999999908,479
-0.11319999999999908,3345
-0.11313333333333198,3100
-0.1131333333333302,4223
-0.11306666666666487,3083
-0.11303333333333399,3656
-0.11299999999999955,2189
-0.11299999999999955,3094
-0.11299999999999599,3405
-0.1129666666666651,1377
-0.1129666666666651,2005
-0.1129666666666651,2841
-0.11293333333333067,3117
-0.112866666666676,2565
-0.11286666666666534,5483
-0.11276666666666557,3410
-0.11273333333333824,4671
-0.11273333333333113,5418
-0.11273333333326718,1553
-0.11270000000000024,586
-0.11266666666666936,4645
-0.11246666666666627,76
-0.11246666666666272,3990
-0.11240000000000006,5335
-0.11239999999999384,1358
-0.11236666666666473,3321
-0.11233333333333206,2281
-0.11233333333333206,4516
-0.11229999999999984,57
-0.11226666666666674,2675
-0.11226666666666318,706
-0.11226666666666318,5517
-0.11223333333333585,3680
-0.11223333333333585,4724
-0.11219999999999963,3324
-0.11216666666665986,4252
-0.11213333333333253,1756
-0.11210000000000009,5341
-0.11209999999999809,2519
-0.11203333333333099,1172
-0.11203333333321552,225
-0.11200000000000188,5404
-0.1120000000000001,5356
-0.11196666666666744,5508
-0.11196666666666033,2539
-0.11193333333333344,5102
-0.11189999999999856,3336
-0.11189999999999856,4540
-0.11189999999999856,4566
-0.11186666666662859,4385
-0.11183333333332968,674
-0.11183333333332968,3401
-0.11179999999999879,4469
-0.11173333333333346,588
-0.11173333333333169,3865
-0.11170000000000258,2422
-0.11166666666666702,615
-0.11166666666666702,5328
-0.11163333333333325,633
-0.11163333333333014,1273
-0.1115999999999957,1271
-0.11156666666666482,4207
-0.11149999999999949,5188
-0.11146666666666505,2664
-0.11146666666666505,3075
-0.11143333333333061,3137
-0.11143333333333061,4222
-0.11136666666665462,2539
-0.1113333333333344,3549
-0.11133333333332729,4559
-0.11129999999999995,4489
-0.11126666666666551,2516
-0.11126666666666551,3639
-0.11123333333333107,4506
-0.11123333333331686,4161
-0.1111999999999993,2354
-0.11113333333332776,1144
-0.11113333333332776,3131
-0.11109999999999687,5171
-0.11106666666666243,3397
-0.11103333333333332,5126
-0.11103333333333154,4534
-0.11099999999999977,2640
-0.1109999999999971,4547
-0.11096666666666666,623
-0.11093333333333355,5113
-0.11093333333333333,5334
-0.11090000000000089,2446
-0.11090000000000089,4136
-0.11086666666665224,4169
-0.11083333333333201,3335
-0.11083333333333201,4503
-0.11076666666666313,4007
-0.11073333333333224,5133
-0.1106999999999978,4230
-0.11069999999999425,1289
-0.11066666666666336,1196
-0.1105666666666667,5123
-0.1105666666666636,3446
-0.11050000000000182,1242
-0.11046666666666916,5361
-0.1104666666666656,4440
-0.11046666666666383,2678
-0.11043333333330452,28
-0.11040000000000205,2441
-0.1103999999999985,3631
-0.11026666666667495,2062
-0.11026666666666785,3992
-0.11026666666666785,4481
-0.11026666666666607,3883
-0.11026666666666074,753
-0.1102333333333263,1407
-0.11019999999999897,3107
-0.11016666666666453,5360
-0.11016666666666097,3422
-0.1101333333333514,351
-0.11013333333333719,4514
-0.11013333333333364,3852
-0.11013333333333009,5433
-0.11010000000000275,3988
-0.11006666666666831,3931
-0.1100666666666612,1900
-0.1100666666666612,3395
-0.11003333333333387,1222
-0.11003333333333298,2772
-0.11003333333333032,4219
-0.10999999999999943,5411
-0.10993333333333055,4014
-0.10989999999999611,4143
-0.10983333333333434,993
-0.10983333333333434,3647
-0.10983333333333434,3940
-0.1097999999999999,1930
-0.10976666666666546,3125
-0.10976666666666368,3893
-0.10973333333333812,4684
-0.10970000000000013,3845
-0.10966666666666569,3899
-0.10963333333333303,3070
-0.10959999999999948,2391
-0.10959999999999326,4539
-0.10956666666666237,2704
-0.10953333333333148,3384
-0.10953333333333148,5388
-0.10949999999999704,3389
-0.10949999999999704,3423
-0.10946666666667682,5558
-0.10946666666666793,5458
-0.10946666666666616,3833
-0.10946666666666616,5174
-0.1094666666666626,402
-0.1094666666666626,2050
-0.1094666666666626,2682
-0.1094333333333335,5124
-0.1094333333333326,2773
-0.10943333333333172,5184
-0.10943333333332816,477
-0.10943333333332816,1361
-0.10933333333333906,1339
-0.10933333333333195,2706
-0.10933333333333195,4520
-0.10926666666667018,5549
-0.10926666666666307,4015
-0.10923333333333574,2290
-0.1092333333333304,5471
-0.1091666666666633,3388
-0.10906666666666354,3397
-0.10900000000000176,4149
-0.10899999999999821,4688
-0.10893333333333288,3827
-0.10893333333333288,4848
-0.10889999999999844,4132
-0.108866666666664,3433
-0.10879999999999868,5482
-0.10876666666666779,3832
-0.10873333333333335,3840
-0.10870000000000246,4669
-0.10870000000000068,3893
-0.10869999999999891,1935
-0.10866666666666447,2828
-0.10866666666666447,4238
-0.10866666666663605,1478
-0.10863333333333713,2697
-0.1086333333333327,2780
-0.1086333333333327,2790
-0.10863333333333003,1949
-0.10853333333333381,3659
-0.10853333333333381,5512
-0.10853333333333337,5121
-0.10849999999999227,5541
-0.1084333333333376,2096
-0.10839999999999961,5200
-0.10839999999999606,1992
-0.10833333333333073,2660
-0.10833333333333073,5483
-0.10833333333332718,470
-0.10826666666666629,4843
-0.1082666666666654,675
-0.10823333333333274,2357
-0.10823333333333096,2665
-0.10823333333333096,2690
-0.10816666666664787,3861
-0.10813333333333475,3994
-0.1080000000000001,620
-0.1079666666666661,2472
-0.10793333333333521,361
-0.10793333333333521,1661
-0.10789999999999988,2639
-0.10786666666666633,58
-0.10786666666666278,3421
-0.1078333333333319,462
-0.10779999999999745,3051
-0.10773333333333035,5473
-0.10773333333332857,3524
-0.10770000000000124,718
-0.10770000000000124,3182
-0.10756666666667059,133
-0.10756666666666881,3867
-0.10756666666666703,2707
-0.10756666666666703,2708
-0.10749999999999815,4493
-0.10746666666666638,2615
-0.10743333333333283,1769
-0.10743333333332927,3391
-0.10739999999999839,5477
-0.10736666666666617,2649
-0.10733333333333306,90
-0.1073333333333295,5226
-0.1073000000000004,3878
-0.10726666666666418,1921
-0.10726666666666418,5405
-0.10726666666666063,1755
-0.10726666666666063,2519
-0.10726666666664642,2239
-0.10720000000000596,2046
-0.10720000000000018,5319
-0.10716666666666441,2731
-0.10713333333333708,2514
-0.10713333333332997,5170
-0.10709999999999553,4017
-0.10699999999999932,2665
-0.10699999999999932,3850
-0.10699999999999932,5394
-0.10696666666666488,4454
-0.10689999999999955,5146
-0.106866666666666,4855
-0.10683333333333067,4514
-0.10676666666666534,4891
-0.10673333333333801,4677
-0.1067333333333309,3989
-0.10673333333330959,4117
-0.10669999999999824,3338
-0.10669999999999646,1291
-0.10666666666665492,255
-0.10663333333332048,2306
-0.10660000000000025,1621
-0.10656666666666936,5366
-0.10653333333333315,5116
-0.10653333333331716,234
-0.10650000000000048,993
-0.10650000000000048,2671
-0.1064999999999996,4834
-0.10646666666666249,446
-0.10646666666666249,2510
-0.10643333333332805,4239
-0.10640000000000072,5178
-0.10639999999999716,4233
-0.10639999999989413,3753
-0.10636666666666272,3351
-0.10633333333333339,5341
-0.10633333333333184,1185
-0.1062999999999974,5400
-0.10626666666666651,606
-0.10623333333333562,1216
-0.10623333333333207,4694
-0.10620000000000118,5424
-0.10616666666666674,2539
-0.10616666666666674,3682
-0.10616666666665964,1965
-0.10613333333333319,2355
-0.10606666666666342,5133
-0.10606666666666342,5516
-0.10603333333333254,2673
-0.1059999999999981,976
-0.1059999999999981,4497
-0.10596666666666721,3185
-0.10596666666666366,4205
-0.10593333333333987,2817
-0.10593333333333343,623
-0.10593333333333099,1177
-0.10593333333332566,2154
-0.10593333333332566,2846
-0.10593333333332566,3439
-0.10593333333332566,5562
-0.10589999999999833,4015
-0.10586666666666567,2768
-0.105833333333333,4531
-0.10583333333332945,1903
-0.10580000000000211,3143
-0.10579999999999856,5479
-0.10576666666666767,4130
-0.10573333333333323,1605
-0.10573333333333323,2520
-0.10573333333333323,4144
-0.10573333333333146,3322
-0.10570000000000013,5120
-0.10566666666666436,2502
-0.10566666666665014,4574
-0.10563333333334413,3752
-0.10563333333333347,4664
-0.10559999999999992,95
-0.10559999999999548,2731
-0.10556666666664682,4736
-0.1055333333333337,3132
-0.10543333333333216,3865
-0.10543333333333038,4249
-0.10540000000000127,5350
-0.10536666666666639,2634
-0.10536666666666505,5141
-0.1053666666666615,4539
-0.10533333333333417,1777
-0.10533333333333417,2117
-0.10533333333333417,3649
-0.10529999999999973,2027
-0.10526666666666618,1890
-0.10526666666666529,3069
-0.10523333333333262,5345
-0.10523333333333085,3673
-0.10520000000000351,3931
-0.10519999999999641,2003
-0.10516666666666641,2642
-0.10516666666666552,3407
-0.10516666666666552,4459
-0.1051000000000073,790
-0.10509999999976571,2962
-0.10506666666666575,1208
-0.10506666666665865,2854
-0.10503333333333131,3941
-0.10503333333326736,4191
-0.10496666666666954,117
-0.10490000000000066,2056
-0.10486666666666267,5472
-0.10486666666662359,898
-0.10483333333333311,56
-0.1048,2620
-0.10479999999999912,3354
-0.10479999999999734,3377
-0.10479999999999734,5502
-0.10476666666666645,2633
-0.10470000000000024,593
-0.10466666666666491,3092
-0.10466666666666313,3415
-0.10463333333333225,1198
-0.10463333333333225,3887
-0.10463333333333225,4233
-0.10463333333333047,5475
-0.10449999999999982,3082
-0.10446666666666715,2458
-0.10443333333333316,85
-0.10443333333333271,3140
-0.10436666666666738,2439
-0.10433333333333294,2463
-0.10433333333333294,4196
-0.10430000000000028,5351
-0.10429999999999984,104
-0.1042999999999985,4856
-0.10426666666666762,3853
-0.10426666666666407,3409
-0.10423333333333318,697
-0.10423333333333318,5448
-0.10420000000000229,2423
-0.10413333333332986,4265
-0.10413333333332275,33
-0.10409999999999897,3084
-0.10409999999998831,546
-0.10406666666665387,3954
-0.1040333333333332,5109
-0.10396666666666476,4279
-0.10393333333333388,985
-0.10393333333333321,5328
-0.10389999999999588,2724
-0.10389999999999588,4154
-0.10386666666666677,5102
-0.103866666666665,4507
-0.103866666666665,5142
-0.10386666666666144,5227
-0.103766666666667,5353
-0.10376666666666523,3646
-0.10376666666665812,796
-0.10373333333333434,3856
-0.10373333333333079,723
-0.10370000000000346,1625
-0.10369999999998925,3535
-0.10366666666666546,2446
-0.10366666666666546,3412
-0.10366666666666191,2013
-0.1035666666666657,3829
-0.10353333333333836,3839
-0.10353333333333126,1768
-0.10353333333333126,4250
-0.10353333333333126,5481
-0.10349999999999682,3136
-0.10349999999999682,4222
-0.10336666666666794,1197
-0.1033666666666666,5311
-0.10336666666665906,3520
-0.10336666666665906,4261
-0.10329999999999906,1163
-0.10329999999999728,674
-0.10326666666666817,1178
-0.1032666666666664,4665
-0.10323333333333329,5316
-0.1032333333333284,2718
-0.10320000000000107,2117
-0.10320000000000107,3186
-0.10313333333333308,1874
-0.10313333333333219,2005
-0.10306666666666686,2698
-0.10306666666666686,5097
-0.10303333333332887,732
-0.10303333333332887,2068
-0.10299999999999798,2440
-0.1029666666666662,4823
-0.10293333333333266,1222
-0.10286666666666644,2647
-0.10283333333333289,2374
-0.10283333333332934,4262
-0.10279999999999934,2775
-0.10273333333333667,5189
-0.10270000000000024,636
-0.10266666666666424,4028
-0.10256666666666447,4523
-0.1025666666666627,3322
-0.10253333333333003,5170
-0.1025000000000027,4882
-0.10246666666666471,2022
-0.10243333333333293,4821
-0.10243333333333027,4241
-0.10243333333332316,3515
-0.10240000000000293,4021
-0.10239999999999583,4554
-0.1023666666666827,800
-0.1023666666666685,1765
-0.10236666666666139,3416
-0.10233333333337669,1027
-0.10233333333333228,1173
-0.10230000000001382,1149
-0.10230000000000006,5119
-0.10229999999999961,4641
-0.10229999999999961,5458
-0.10226666666666517,4024
-0.10223333333333251,1161
-0.10219999999999985,2622
-0.1021666666666654,3356
-0.10213333333333097,3387
-0.10210000000000008,4679
-0.10206666666665853,3951
-0.10203333333333342,5322
-0.1020333333333312,5206
-0.10200000000000009,5317
-0.10199999999999854,4447
-0.10196666666666943,122
-0.10193333333333499,4025
-0.10193333333333321,5325
-0.10190000000000055,1222
-0.10190000000000055,3176
-0.10190000000000055,3859
-0.10190000000000055,5501
-0.1018666666666661,3982
-0.101833333333333,2631
-0.10183333333333167,2007
-0.101799999999999,5460
-0.10179999999999723,3122
-0.10176666666666634,3094
-0.10176666666666634,4835
-0.10176666666666279,2099
-0.10176666666666279,3369
-0.10173333333333345,628
-0.10163333333333324,607
-0.10163333333333213,2398
-0.10163333333333213,5444
-0.10156666666666325,1174
-0.10156666666666325,2729
-0.10153333333333237,2466
-0.10153333333333237,3652
-0.10153333333332881,661
-0.10153333333332881,2042
-0.10150000000000148,155
-0.1014999999999997,2362
-0.10149999999999437,3139
-0.10146666666666881,3887
-0.1013666666666655,1151
-0.10136666666666372,2268
-0.10129999999999839,3323
-0.1012666666666604,1355
-0.1012666666666604,1986
-0.10126666666656092,4106
-0.10123333333331175,4170
-0.10120000000000018,5331
-0.10119999999999152,4160
-0.1011666666666664,4843
-0.10116666666666418,5360
-0.10113333333332974,3983
-0.10113333333332974,5136
-0.10106666666666797,2277
-0.10099999999999909,970
-0.10096666666666465,1272
-0.10093333333333376,3865
-0.10093333333333021,703
-0.10086666666666844,2281
-0.10086666666666666,5112
-0.10086666666666133,1703
-0.10086666666666133,3547
-0.10083333333333044,4504
-0.10079999999999778,4474
-0.1007666666669138,3051
-0.10076666666666512,3322
-0.10076666666666512,4530
-0.10073333333333068,652
-0.10069999999999979,5107
-0.10066666666666535,4215
-0.1006666666666618,5203
-0.10066666666665469,5555
-0.10063333333334867,5579
-0.10063333333332025,233
-0.10056666666666647,5123
-0.10056666666666558,4493
-0.10056666666666203,2680
-0.10053333333333114,3334
-0.10050000000000026,3853
-0.10050000000000026,3879
-0.10049999999999981,4836
-0.10043333333333138,967
-0.10036666666667315,5547
-0.10036666666664473,1421
-0.10030000000000427,545
-0.10026666666666628,4228
-0.10023333333332829,4260
-0.10023333333332118,1008
-0.10020000000000095,5373
-0.10020000000000095,5499
-0.10019999999999918,1185
-0.10016666666666652,4896
-0.10013333333333208,1233
-0.10013333333331786,3198
-0.10006666666666675,976
-0.10006666666666497,3073
-0.10006666666666497,5483
-0.1000666666666632,486
-0.1000666666666632,705
-0.1000666666666632,1214
-0.10000000000000009,5315
-0.09999999999999964,1846
-0.09999999999999787,1908
-0.09999999999999432,4573
-0.09996666666665988,4262
-0.09996666666665988,5536
-0.09993333333332544,2089
-0.09989999999999988,3884
-0.0998999999999981,1259
-0.09983333333332922,2726
-0.09979999999995925,1142
-0.09976666666666745,2124
-0.0997666666666639,2684
-0.0997666666666639,4531
-0.09973333333333123,1152
-0.09966666666666413,4236
-0.09960000000000235,4668
-0.09956666666666791,4476
-0.09956666666666081,699
-0.09953333333333259,2801
-0.09949999999999903,5390
-0.0994666666666646,4256
-0.09943333333319515,232
-0.09939999999999927,3883
-0.09936666666666838,3872
-0.09933333333333394,2413
-0.09933333333333216,1191
-0.09933333333331973,1123
-0.0993000000000066,3944
-0.09926666666666661,5335
-0.09926666666666506,1267
-0.09926666666666506,4440
-0.09923333333333062,482
-0.09919999999999973,2472
-0.09919999999999618,885
-0.09916666666666529,2690
-0.09916666666666529,5483
-0.0991333333333344,4148
-0.09913333333333263,2770
-0.09909999999999997,2371
-0.09906666666666664,606
-0.0990000000000002,4694
-0.09893333333333487,2049
-0.09889999999999688,4222
-0.09886666666665178,2138
-0.09883333333333155,5147
-0.09880000000000067,5184
-0.09880000000000022,581
-0.09880000000000022,5096
-0.09879999999999978,4820
-0.09876666666666623,4195
-0.09876666666666267,728
-0.09873333333333179,3873
-0.09873333333332823,3123
-0.098700000000008,1647
-0.09869999999999912,3322
-0.09869999999999379,4639
-0.09863333333333202,4889
-0.09863333333333024,3362
-0.09856666666666625,2633
-0.09853333333333314,86
-0.0984666666666687,3870
-0.09846666666666692,2567
-0.09846666666665982,4262
-0.0984000000000016,5387
-0.09839999999999893,2767
-0.09839999999999804,1614
-0.09839999999999804,2119
-0.0983666666666636,4868
-0.09833333333333272,1882
-0.09833333333332916,2117
